first_name,company_name,address,city,county,Phone1,phone,website,email,Tags,Year Founded
AlMusafer,AlMusafer,Mansour Opp Baghdad International Fair,Baghdad,Iraq,7705386282,7906103938,, m-almusafer@yahoo.com,"
  Tourism   ",2015
Azrou Co,Azrou Co,Sadoon St,Baghdad,Iraq,7702999994,7815151554,www.azrou.iq,azrou_co@yahoo.com,"
  Tourism   ",2015
AlMusawy Group ,AlMusawy Group ,iraq,Basra,Iraq,7801009570,7801023218,,alsadeedco2yahoo.com,"
  Tourism   ",2015
AlRabie Co,AlRabie Co,Sadoon St,Baghdad,Iraq,7712318648,,,alnabhan23@yahoo.com,"
  Tourism   ",2015
AlMutahidaTravel Tourism,AlMutahidaTravel Tourism,Mansour,Baghdad,Iraq,7901934897,7902127777,, al_mutahida@yahoo.com,"
  Tourism   ",2015
Alnuzha Co,Alnuzha Co,Sadoon St,Baghdad,Iraq,7902525587,7704438443,,alnuzha_co@yahoo.com,"
  Tourism   ",2015
AlNagham Co,AlNagham Co,iraq,Baghdad,Iraq,7901386449,,, nagham_tourism@yahoo.com,"
  Tourism   ",2015
Alnajeeb Travel Tourism Company,Alnajeeb Travel Tourism Company,Falestine St,Baghdad,Iraq,7702553138,7702622655,,najeebur@yahoo.com,"
  Tourism   ",2015
AlNawares Co,AlNawares Co,Sadoon St Beside Cinema Atlas,Baghdad,Iraq,7706225959,7809554748,, alnawares_tourism@yahoo.com,"
  Tourism   ",2015
AlNeel ,AlNeel ,Sadoon St,Baghdad,Iraq,7901984197,7711102393,, ali_aljowher@yahoo.com,"
  Tourism   ",2015
Alleen Co,Alleen Co,Sadoon St,Baghdad,Iraq,7906974762,7706405171,,al_leen@yahoo.com,"
  Tourism   ",2015
AlNoor Co ,AlNoor Co ,AlSadoon St Meredian Hotel,Baghdad,Iraq,7707877779,7901406451,,alnoor1935@yahoo.com,"
  Tourism   ",2015
Alnujoom  For Travel  Toursim Co,Alnujoom  For Travel  Toursim Co,Arsaat,Baghdad,Iraq,7901978980,7400166518,,Alnujoom-tourism@yahoo.com,"
  Tourism   ",2015
AlLaheebCo,AlLaheebCo,Sadoon St,Baghdad,Iraq,7505441616,7704443351,,visa@allaheeb-travel.com ,"
  Tourism   ",2015
AlOmaraa Co,AlOmaraa Co,Sadoon StOpp Babyl Cinema,Baghdad,Iraq,7811865784,7901911661,,alommaraa@yahoo.com,"
  Tourism   ",2015
AlOyoon Co ltd,AlOyoon Co ltd,Sadoon St,Baghdad,Iraq,7901379407,7702375588,, kalkaisi@yahoo.com,"
  Tourism   ",2015
AlQimma Co,AlQimma Co,Sadoon St,Baghdad,Iraq,7811819166,7901251681,,qimma2010@yahoo.com,"
  Tourism   ",2015
AlRahalAraby Co,AlRahalAraby Co,Mansour Opp Baghdad International Fair,Baghdad,Iraq,7901743587,,,,"
  Tourism   ",2015
AlRand Co,AlRand Co,Mansour Chadirji Bldg,Baghdad,Iraq,7901359074,7702620306,, rand_travel@hotmail.com,"
  Tourism   ",2015
AlShuaa Co,AlShuaa Co,Falestian St,Baghdad,Iraq,7901300651,7709400040,,info@shuaa-med.com,"
  Tourism   ",2015
AlTayyar Co,AlTayyar Co,Near Basra Hospital,Basra,Iraq,7508673847,7505964697,www.altayyar-travel.com,altayyar@altayyar-travel.com,"
  Tourism   ",2015
AlRebat Co,AlRebat Co,AlSadoon St ,Baghdad,Iraq,7901193624,1-7170120,,sh_193624@yahoo.com,"
  Tourism   ",2015
AlRefaee Co,AlRefaee Co,SadoonNerBedallaAlaylwia,Baghdad,Iraq,7901655204,7901376036,,,"
  Tourism   ",2015
AlRehhla AlMaimuna,AlRehhla AlMaimuna,PalstienSt ,Baghdad,Iraq,7901764730,7801636378,,al_mustaf1992@yahoo.com,"
  Tourism   ",2015
Alridhaa,Alridhaa,Hay Alsaad,Najaf,Iraq,7801010832,,,,"
  Tourism   ",2015
AlRumeh Araby,AlRumeh Araby,Mansour Opp Baghdad International Fair,Baghdad,Iraq,7906786265,7700782044,,,"
  Tourism   ",2015
AlSadaa Co,AlSadaa Co,Mansour Opp Baghdad International Fair,Baghdad,Iraq,7700209598,7904188397,,,"
  Tourism   ",2015
AlSafaat Co,AlSafaat Co,MansourLyqaa Sq,Baghdad,Iraq,7712730734,7800601688,, alsafaat@hotmail.com,"
  Tourism   ",2015
AlSafir Co,AlSafir Co,Sadoon St,Baghdad,Iraq,7704784200,7814322050,,alsafeeronline@yahoo.com,"
  Tourism   ",2015
AlSahil Co,AlSahil Co,AlMansour14 Ramadhan St,Baghdad,Iraq,7901327426,7901566409,, alsahitravel@yahoo.com,"
  Tourism   ",2015
AlSalam Co,AlSalam Co,Maghreb St,Baghdad,Iraq,7904308575,,,alsalama2011@yahoo.com,"
  Tourism   ",2015
AlSalam Co,AlSalam Co,Maghreb St,Baghdad,Iraq,7904308575,,,alsalama2011@yahoo.com,"
  Tourism   ",2015
AlSally Co,AlSally Co,Mansour Opp Baghdad International Fair,Baghdad,Iraq,7801944464,7807872772,,,"
  Tourism   ",2015
AlSariya Travel  Tourism Co Ltd,AlSariya Travel  Tourism Co Ltd,Sadoon StKahromana Sq,Baghdad,Iraq,7901341725,1-7179718,, d_sariya@yahoo.com,"
  Tourism   ",2015
AlSayara  Co Ltd,AlSayara  Co Ltd,Mansour  14Ramadan,Baghdad,Iraq,7901480000,7702516432,,sayara32@yahoo.com,"
  Tourism   ",2015
Alsayer  Company,Alsayer  Company,Sadoon St Almansoor oppsite Alsamad,Baghdad,Iraq,7901388950,7901222556,,al-sayertravel@yahoo.com,"
  Tourism   ",2015
AlSaysaban Co,AlSaysaban Co,ShoreshManin StNear Shanshin Restaurant,Erbil,Iraq,7503354853,7711874806,,saysabantours010@yahoo.com,"
  Tourism   ",2015
AlShaahad For Travel  Toursim Co,AlShaahad For Travel  Toursim Co,Sadoon St,Baghdad,Iraq,770659707,7400192959,www.alshahad-travel.com,alshahadtourism@yahoo.com,"
  Tourism   ",2015
AlShams Travel Co,AlShams Travel Co,Sadoon St,Baghdad,Iraq,7703956737,7901908597,,alshams_travel@yahoo.com,"
  Tourism   ",2015
Alshariqa,Alshariqa,Hay Iskan,Najaf,Iraq,7801327788,,,,"
  Tourism   ",2015
AlShimal Co,AlShimal Co,Ninewa St,Mosul,Iraq,703866000,7481703830,,zzkashimal@yahoo.com,"
  Tourism   ",2015
AlSinan Co,AlSinan Co,AlSadoon St ,Baghdad,Iraq,7903858295,7704359877,,alsinan_travel@yahoo.com,"
  Tourism   ",2015
AlSukoor Co,AlSukoor Co,Sadoon StSq Kahramana,Baghdad,Iraq,7901392295,7702507645,www.alsukour.com, dinairaq@yahoo.com,"
  Tourism   ",2015
AlSultan Co,AlSultan Co,BaghdadMansour14 Ramadan,Baghdad,Iraq,7902719772,7806814110,,,"
  Tourism   ",2015
Alsultane,Alsultane,iraq,Najaf,Iraq,7801236886,,,,"
  Tourism   ",2015
AlSunono Co,AlSunono Co,Al Sadoon St ,Baghdad,Iraq,7901183744,7810023358,, alsunono_baghdad_co@yahoo.com,"
  Tourism   ",2015
AlTadhamun  Co Ltd  ,AlTadhamun  Co Ltd  ,Al Sadoon St,Baghdad,Iraq,7805016176,7710092674,, tadhamunco@yahoo.com,"
  Tourism   ",2015
Altaeeb For Travel  Toursim Co,Altaeeb For Travel  Toursim Co,Almansoor,Baghdad,Iraq,7901359228,7902729742,,teebtour@yahoo.com,"
  Tourism   ",2015
Altawoostour,Altawoostour,AlSadon St,Baghdad,Iraq,7901328234,1-7190752,, altawoostour@yahoo.com,"
  Tourism   ",2015
Altayer Alazraq Travel Tourism Company,Altayer Alazraq Travel Tourism Company,Karadah Dakhel,Baghdad,Iraq,7902251202,7903177707,,al_tayeral_azraq@yahoo.com,"
  Tourism   ",2015
AlTeeb Travel  Tourism Co,AlTeeb Travel  Tourism Co,iraq,Baghdad,Iraq,7901359228,1-5438453,,teebtour@hotmail.com,"
  Tourism   ",2015
AlThara AlMubaraka,AlThara AlMubaraka,Palestine St Near Bab Almuadam Cross,Baghdad,Iraq,7901843817,7706073900,,,"
  Tourism   ",2015
AlThirthar Co,AlThirthar Co,Sadoon  Palestine St ,Baghdad,Iraq,7904678653,7902157099,,,"
  Tourism   ",2015
AlWadi,AlWadi,Sadoon St,Baghdad,Iraq,7902174902,7813459683,,alwaditourismtravel2010@gmail.com,"
  Tourism   ",2015
AlYamama Co,AlYamama Co,Sadoon St,Baghdad,Iraq,7702816486,7901710575,, alymama.travel@gmail.com,"
  Tourism   ",2015
AlYasser 1 Company,AlYasser 1 Company,Adhamiya Antar Sq,Baghdad,Iraq,7902266500,7704212191,,,"
  Tourism   ",2015
Alzajil travel Tourism Company,Alzajil travel Tourism Company,Almansooroppsite Alrawad St,Baghdad,Iraq,7901553570,7704425308,,blady2005_70@yahoo.com,"
  Tourism   ",2015
AlZaman Co,AlZaman Co,Sadoon St AlSaadon group Commercial,Baghdad,Iraq,7901476217,1-7185811,,alzamantour@yahoo.com,"
  Tourism   ",2015
AlZaytoon Co,AlZaytoon Co,AlSadoon St,Baghdad,Iraq,7901341563,7808498789,,alteen2005@yahoo.com,"
  Tourism   ",2015
Amman Company,Amman Company,Almansoor14 Ramadan St,Baghdad,Iraq,7711877684,,, ijely_jo@yahoo.com,"
  Tourism   ",2015
Ankawa Flights Co,Ankawa Flights Co,Ankawa,Erbil,Iraq,7504454673,7504492798,,ankawaflight@yahoo.com,"
  Tourism   ",2015
Anwar Alsindbad Co,Anwar Alsindbad Co,Jazaer,Basra,Iraq,7801009008,7806510885,, anwar_sindbad@yahoo.com,"
  Tourism   ",2015
Anwar Mecca Co,Anwar Mecca Co,MansourKarkh Club Complex,Baghdad,Iraq,7901734374,7706380597,,anwar_mecca@yahoo.com,"
  Tourism   ",2015
Ard Al Nahren Co,Ard Al Nahren Co,Sadoon StOpp Atlas Cinema,Baghdad,Iraq,7905693301,7803000035,,aalnahren@yahoo.com,"
  Tourism   ",2015
Aroz Air Travel Tourism Company,Aroz Air Travel Tourism Company,iraq,Baghdad,Iraq,00964 7701535240,,,aroz_air1@yahoo.com,"
  Tourism   ",2015
Ashbelia Travel  Tourism,Ashbelia Travel  Tourism,Sadoon St,Baghdad,Iraq,7902127777,7901934897,,ashbelia1@yahoo.com,"
  Tourism   ",2015
Assalat  AlFinjan,Assalat  AlFinjan,Palestine St,Baghdad,Iraq,7704528733,7901325025,,,"
  Tourism   ",2015
AlMassal Co,AlMassal Co,Falestian St,Baghdad,Iraq,7700335565,7811170751,,almassal_company3@yahoo.com,"
  Tourism   ",2015
Association Of Travel  Toursim Agents In Iraq,Association Of Travel  Toursim Agents In Iraq,Saadoun St,Baghdad,Iraq,7714486749,7816892242,,attairaq@yahoo.com,"
  Tourism   ",2015
Atlas Co ltd,Atlas Co ltd,Sadoon St,Baghdad,Iraq,7901908553,1-7182052,www.atlastourism-iq.com,sjassani2003@yahoo.com,"
  Tourism   ",2015
AlMajd Co,AlMajd Co,Sadoon St,Baghdad,Iraq,7719470444,7811630440,,almajd_travel@yahoo.com,"
  Tourism   ",2015
Lufthansa,Lufthansa,Shaqlawa Street-Brayan Building,Erbil,Iraq,7503021112,7503021113,Lufthansa,eblteammailbox.gg@dlh.de,"
  Tourism   ",2015
Aviation World Co,Aviation World Co,Mansour14 Ramadan St,Baghdad,Iraq,7901330289,7713202870,,aviation.maan@yahoo.com,"
  Tourism   ",2015
Ayaser Tourism,Ayaser Tourism,Gulan StSofy Mall,Erbil,Iraq,7719288896,7501610084,,rl.erbil@yahoo.com,"
  Tourism   ",2015
Ayaser Tourism,Ayaser Tourism,Gulan StSofy Mall,Erbil,Iraq,7719288896,7501610084,,rl.erbil@yahoo.com,"
  Tourism   ",2015
Baban Tourism,Baban Tourism,Gulan StSofy Mall,Erbil,Iraq,7504910973,7504712000,,info@babantravel.com,"
  Tourism   ",2015
Baghdad Office,Baghdad Office,iraq,Erbil,Iraq,7508189060,7701590744,,,"
  Tourism   ",2015
Baz Travel  Tourism Co,Baz Travel  Tourism Co,Sadoon St,Baghdad,Iraq,7813572072,1-7173260,, albaz_ttc@yahoo.com,"
  Tourism   ",2015
Bana Company,Bana Company,Vana Mall,Erbil,Iraq,7504812200,,www.bana-co.com,bana_airline@yahoo.com,"
  Tourism   ",2015
Beirut Co,Beirut Co,Sadoon St,Baghdad,Iraq,7901408376,7901110050,, beirutco@yahoo.com,"
  Tourism   ",2015
Beladuna Co ,Beladuna Co ,Jazaer,Basra,Iraq,7703127590,7802709163,www.beladunaairlines.com, beladunaco@yahoo.com,"
  Tourism   ",2015
Big Ben Travel Tourism Company,Big Ben Travel Tourism Company,molly St,Sulaymaniyah,Iraq,7701501969,7701544085,,info@bigbenvt.com,"
  Tourism   ",2015
Bilady Co,Bilady Co,AlMansour,Baghdad,Iraq,7901908583,7901553570,,blady2005_70@yahoo.com,"
  Tourism   ",2015
Bisat AlSindbad,Bisat AlSindbad,Al Mansour 14thRamadhan,Baghdad,Iraq,7901330601,7901330601,www.bisatalsindbad.com,sendbad_72@yahoo.com,"
  Tourism   ",2015
Blue Coast Travel Tourism Company,Blue Coast Travel Tourism Company,Karada Dakhel,Baghdad,Iraq,7708898833,7815000027,www.bluecoast-travel.com ,biuecoast_bgw@yahoo.com,"
  Tourism   ",2015
Blue Jet Travel Tourism Company,Blue Jet Travel Tourism Company,Bakhtyari,Sulaymaniyah,Iraq,53-3190310,53-3190410,,bluejetco@gmail.com,"
  Tourism   ",2015
Boky Darya Company,Boky Darya Company,Erbil Kirkuk RoadSulaymaniyahSalim St,Erbil,Iraq,7700445220,7706451471,, bokydarya@yahoo.co.uk,"
  Tourism   ",2015
Blue Bird Co,Blue Bird Co,Mansoor St,Baghdad,Iraq,7717775666,7823344422,,bluebirdtourism1@yahoo.com,"
  Tourism   ",2015
Blue Arrow Co,Blue Arrow Co,Sadoon St,Baghdad,Iraq,7800941111,7716312000,,bluearrow_travel@yahoo.com,"
  Tourism   ",2015
Berlin Co,Berlin Co,iraq,Duhok,Iraq,7502180444,7712750444,,berlintour@ymail.com,"
  Tourism   ",2015
BRZ Co,BRZ Co,40m St,Erbil,Iraq,7508600004,7508600005,www.barzanji.com,travel@barzanji.com,"
  Tourism   ",2015
Can Diyarbakia travel Tourism Company,Can Diyarbakia travel Tourism Company,Erbil  sulaymaniyah,Erbil,Iraq,7508956217,7504755344,,,"
  Tourism   ",2015
Canon Co,Canon Co,Sadoon St,Baghdad,Iraq,7901140672,7901456517,,ashur_22000@yahoo.com,"
  Tourism   ",2015
Castel Dokan Co ,Castel Dokan Co ,Sadoon St,Baghdad,Iraq,7707733190,7906666389,, dokantravel@yahoo.com,"
  Tourism   ",2015
Chashma Travel Tourism Company,Chashma Travel Tourism Company,Bakhtyari,Sulaymaniyah,Iraq,7702249944,7504611857,,chashma_co@yahoo.com,"
  Tourism   ",2015
Claska company for travel and tourism,Claska company for travel and tourism,Ankawa,Erbil,Iraq,7504100747,,,claska_co@yahoo.com,"
  Tourism   ",2015
Cleo Patra Co,Cleo Patra Co,Mansour  14Ramadan,Baghdad,Iraq,7708881119,7903388222,,cleo_patra888@yahoo.com,"
  Tourism   ",2015
Cezanz Facation Co,Cezanz Facation Co,40m StGulan St,Erbil,Iraq,7721248707,7500538178,,,"
  Tourism   ",2015
Dahlan Co,Dahlan Co,iraq,Baghdad,Iraq,7709859101,,www.dahlan.com, hani@dahlan.com,"
  Tourism   ",2015
Daily Trauel For Tourism  Travel,Daily Trauel For Tourism  Travel,100m St,Erbil,Iraq,7503830000,,,daily-travel@hotmail.com,"
  Tourism   ",2015
Dal Albaqea For Travel  Toursim Co,Dal Albaqea For Travel  Toursim Co,mansor,Baghdad,Iraq,7706297270,,,baqeea_aliraq@yahoo.com,"
  Tourism   ",2015
Dar Al Muhaned Medical tourism,Dar Al Muhaned Medical tourism,Sadoon St,Baghdad,Iraq,7706252550,7803608991,www.daralmohaned.com,daralmohaned_iraq@yahoo.com,"
  Tourism   ",2015
Dar Alwalid Co,Dar Alwalid Co,Mansour Opp Baghdad International Fair,Baghdad,Iraq,7901685187,7903334945,,,"
  Tourism   ",2015
Darav Tourism  Travel,Darav Tourism  Travel,Saha Kurdestan,Duhok,Iraq,7504564464,7704529799,,darav.fortourism@yahoo.com,"
  Tourism   ",2015
DioufAlamraa Co,DioufAlamraa Co,Mansour Opp Baghdad International Fair,Baghdad,Iraq,7901513877,7803528070,,,"
  Tourism   ",2015
Deal AlBaqeea Transportation Co,Deal AlBaqeea Transportation Co,Mansour Opp Baghdad International Fair,Baghdad,Iraq,7901391253,7706297270,www.baqeea.com, baqeea_aliraq@yahoo.com,"
  Tourism   ",2015
Dilmenler Co,Dilmenler Co,iraq,Erbil,Iraq,7503865428,7503865420,,,"
  Tourism   ",2015
Diouf Arabia Co,Diouf Arabia Co,Mansour 14 Ramadan St,Baghdad,Iraq,7901728693,7906321536,,,"
  Tourism   ",2015
Donya Company Tour  Travel  Transportation  Aviation,Donya Company Tour  Travel  Transportation  Aviation,Erbil 30th m StInfront of Shimal Garage Duhok,Erbil,Iraq,7507632983,7504550372,,donyatravelco@yahoo.com,"
  Tourism   ",2015
Dora the new company Gulf Travel and Tourism,Dora the new company Gulf Travel and Tourism,Dinar St,Basra,Iraq,7801036622,7704926229,,basradurat888@yahoo.com,"
  Tourism   ",2015
Dream Holidays Tourism,Dream Holidays Tourism,Aras St,Erbil,Iraq,7507730111,7507270111,www.dreamholidays.com,dreamholidys3@hotmail.com,"
  Tourism   ",2015
Drwe Travel,Drwe Travel,40m St,Erbil,Iraq,7508161372,7509068686,,drew_s@yahoo.com,"
  Tourism   ",2015
Dar AlMeezan Co,Dar AlMeezan Co,62 St,Baghdad,Iraq,7901908682,7809141913,www.almeezan-iq.com,info@almeezan-iq.com,"
  Tourism   ",2015
Duha World Co,Duha World Co,Koya Road,Erbil,Iraq,7705121667,,,,"
  Tourism   ",2015
Durra Blue Co,Durra Blue Co,Maghreb St,Baghdad,Iraq,7903519685,7809704923,,,"
  Tourism   ",2015
Earth Diamond,Earth Diamond,Mansour  14Ramadan,Baghdad,Iraq,7903439303,7704643000,www.jetravel.co,earth.diamond85@yahoo.com,"
  Tourism   ",2015
Egypt Airline For Travel  Toursim Co,Egypt Airline For Travel  Toursim Co,Salman St,Baghdad,Iraq,7814331008,7708513053,,,"
  Tourism   ",2015
Elaf Co,Elaf Co,Mansour14 Ramadan,Baghdad,Iraq,7901743238,7902898865,,,"
  Tourism   ",2015
Erbil Sales Center ResarvationTicketing,Erbil Sales Center ResarvationTicketing,iraq,Erbil,Iraq,7504185555,7507201111,,erbilsalescenter@gmail.com,"
  Tourism   ",2015
Eyoun AlRasha Co,Eyoun AlRasha Co,Sadoon St ,Baghdad,Iraq,7902234227,7706262301,,tagreedkazim@yahoo.com,"
  Tourism   ",2015
Fardo Travel Tourism Company,Fardo Travel Tourism Company,salim St,Sulaymaniyah,Iraq,7703501515,7503697070,www.fardotravel.com,,"
  Tourism   ",2015
Federal Company,Federal Company,Ankawa St Opp To Ministry of Justice100m StNear Family Mall,Erbil,Iraq,7504977771,,www.federal.com,federal_co1@yahoo.com,"
  Tourism   ",2015
Fine Time Travel Tourism Company,Fine Time Travel Tourism Company,iraq,Baghdad,Iraq,7700359000,7701091000,www.fine timeltd.com,finetimeltd@yahoo.com,"
  Tourism   ",2015
Fire Fenix Travel,Fire Fenix Travel,Gulan StGalleria Mall,Erbil,Iraq,7706353547,7501911009,,firefenixco@yahoo.com,"
  Tourism   ",2015
Fly Exit Group,Fly Exit Group,iraq,Erbil,Iraq,7501480305,7503103666,,flyxitgroup@yahoo.com,"
  Tourism   ",2015
Free Sky Aviation,Free Sky Aviation,100m St,Erbil,Iraq,7507555544,7504450947,,freesky_co@hotmail.com,"
  Tourism   ",2015
Fly Dubai Co,Fly Dubai Co,14 Tamooz St,Basra,Iraq,7705799990,7800997599,www.flydubai.com,visa_south@yahoo.com,"
  Tourism   ",2015
future light  Co,future light  Co,AlMansourAlRuaad Sq,Baghdad,Iraq,7901465665,7805905484,,futurelight_11@yahoo.com,"
  Tourism   ",2015
Feza Airline Co,Feza Airline Co,Sulaymaniyah  Erbil  Kerkuk,Sulaymaniyah,Iraq,7708380001,7508853330,www.fezaairline.com,,"
  Tourism   ",2015
Gohara zayona Travel Tourism Company,Gohara zayona Travel Tourism Company,ZayounaAl Rubaie St,Baghdad,Iraq,00964 7901411415,00964 7706238397,,goharazayona@yahoo.com,"
  Tourism   ",2015
Gold Air,Gold Air,iraq,Baghdad,Iraq,7701394139,7501187080,,airgold@ymail.com,"
  Tourism   ",2015
Golden Leaf Co ,Golden Leaf Co ,AlJazaar,Basra,Iraq,7801265765,7801001139,,goldenleaf3@gmail.com,"
  Tourism   ",2015
Gta Travel,Gta Travel,iraq,Erbil,Iraq,7707458888,,,moataz@gta.kr.com,"
  Tourism   ",2015
Gulasor Company,Gulasor Company,Ankawa St,Erbil,Iraq,7501992567,,,kirmizigul_tur@hotmail.com,"
  Tourism   ",2015
Golden Co,Golden Co,Ankawa St,Erbil,Iraq,7509691550,7503919001,,golden.holidays.erbil@gmail.com,"
  Tourism   ",2015
Good Luck Co,Good Luck Co,Oppsite Brosk Spoort Club,Erbil,Iraq,7508189898,7508193939,,alawii1979@yahoo.com,"
  Tourism   ",2015
Groupy Co,Groupy Co,Falestian St,Baghdad,Iraq,7709731207,7902593841,,,"
  Tourism   ",2015
Haj Kefy Co,Haj Kefy Co,30thm St,Erbil,Iraq,7704486451,7504486451,,,"
  Tourism   ",2015
Hala travel Tourism Company,Hala travel Tourism Company,Alsanaa St,Baghdad,Iraq,7905818563,7708706670,,,"
  Tourism   ",2015
Hanzo Co,Hanzo Co,Ankawa St,Erbil,Iraq,7504700450,7706505020,,laith.hanzo@yahoo.com,"
  Tourism   ",2015
Happy Sky Tourism,Happy Sky Tourism,Gulan StSofy Mall,Erbil,Iraq,7504900490,7502354811,www.happyskytourism.com,info@happyskytourism.com,"
  Tourism   ",2015
Helane Family Travel,Helane Family Travel,Gulan StGalleri Mall,Erbil,Iraq,7714162525,7504162525,,necirvan_helane@hotmail.com,"
  Tourism   ",2015
Holiday Time Co,Holiday Time Co,Bata St,Erbil,Iraq,7503558182,7503558283,,holidaytime_co@yahoo.com,"
  Tourism   ",2015
HMH Co,HMH Co,60m St,Erbil,Iraq,7508999399,7503499099,www.hmhgroup.co,,"
  Tourism   ",2015
Hero Co,Hero Co,Gulan St,Erbil,Iraq,7510231008,7510025328,,heroline72@gmail.com,"
  Tourism   ",2015
Happy Trip Co,Happy Trip Co,Gulan St,Erbil,Iraq,7508127000,7700050055,,happytrip2006@yahoo.com,"
  Tourism   ",2015
Homa Airlines Travel Tourism Company,Homa Airlines Travel Tourism Company,Malik Mahmoud St,Sulaymaniyah,Iraq,7705033431,7501131030,www.homaairlines.com,homastar2007@yahoo.com,"
  Tourism   ",2015
IbnFirnas Travel  Tourism,IbnFirnas Travel  Tourism,Sadoon St,Baghdad,Iraq,7714869959,7901454847,,firnas200539@yahoo.com,"
  Tourism   ",2015
Intarnational Co,Intarnational Co,AlMansourchaderchi bld,Baghdad,Iraq,7906639061,7702889191,,international_1966@yahoo.com,"
  Tourism   ",2015
Iraq  Egypt Travel  Tourism,Iraq  Egypt Travel  Tourism,iraq,Baghdad,Iraq,7700004230,1-7178722,, iraqandegypt@yahoo.com,"
  Tourism   ",2015
Iraq AlRafidaen Co,Iraq AlRafidaen Co,SadoonAlWatihq Sq,Baghdad,Iraq,7710520461,7710520461,, Iraq_alrafidaen@yahoo.com,"
  Tourism   ",2015
Isan Company,Isan Company,Sadoon Stin front of Maridain Hotel,Baghdad,Iraq,7901140672,7702306570,,ashur_12@yahoo.com,"
  Tourism   ",2015
Ishq Alhaq,Ishq Alhaq,Hay Alghder,Najaf,Iraq,7702599319,,,,"
  Tourism   ",2015
Ishtar travel Tourism Company,Ishtar travel Tourism Company,Ankawa,Erbil,Iraq,7506388319,7706388319,,,"
  Tourism   ",2015
Infinity Co,Infinity Co,Sadoon St,Baghdad,Iraq,7700622228,,www.infinitytravel-iq.com,atheer@infinitytravel-iq.com,"
  Tourism   ",2015
India Gate Co,India Gate Co,Ankawa St,Erbil,Iraq,7503558544,7503312277,www.indiagategroup.net,info@indiagategroup.net,"
  Tourism   ",2015
Isen Co,Isen Co,Sadoon St,Baghdad,Iraq,7901140762,7702306570,,ashur_22000@yahoo.com,"
  Tourism   ",2015
JabelKassioun Co,JabelKassioun Co,Al Wazerea,Baghdad,Iraq,7714402250,7901212712,,,"
  Tourism   ",2015
Jandul Co ,Jandul Co ,Sadoon St,Baghdad,Iraq,1-7191630,1-7193546,,,"
  Tourism   ",2015
Jant Albaqia,Jant Albaqia,Hay Alsaad,Najaf,Iraq,7801152820,,,,"
  Tourism   ",2015
Jar AlQamar Tourism,Jar AlQamar Tourism,Bakhtyari Si,Erbil,Iraq,7700003384,7508114114,,jar_alqamar_co12@yahoo.com,"
  Tourism   ",2015
Jana AlZahraa Co,Jana AlZahraa Co,Manawi Basha St,Basra,Iraq,7710830228,7801012563,,,"
  Tourism   ",2015
Jabel Qandel Co,Jabel Qandel Co,Mansoor St,Baghdad,Iraq,7903303909,7905900451,www.jq-tour@yahoo.com,,"
  Tourism   ",2015
Jawdat Nadir Company,Jawdat Nadir Company,Arass StBehind Aubia School,Erbil,Iraq,7504485757,7700435757,, jawdattur@hotmail.com,"
  Tourism   ",2015
Jetjoy  Travel Tourism Company,Jetjoy  Travel Tourism Company,Ankawa,Erbil,Iraq,7506388357,7706388357,,sales1@jetjoytravel.com,"
  Tourism   ",2015
Kani Travel Tourism Company,Kani Travel Tourism Company,iraq,Sulaymaniyah,Iraq,7739337778,,www.kanitravel.com,info@kanitravel.com,"
  Tourism   ",2015
Kanny Co,Kanny Co,Mansour14 Ramdan,Baghdad,Iraq,7901789766,7802018139,,kanny.company@yahoo.com,"
  Tourism   ",2015
Karam Baghdad Co,Karam Baghdad Co,AlWizaryaOpp College Education Sports For girls,Baghdad,Iraq,7711137948,7704341233,,,"
  Tourism   ",2015
Karos Travel Tourism Company,Karos Travel Tourism Company,salim St,Sulaymaniyah,Iraq,00964 7701530441,00964 7701549862,,banaz_bk@hotmail.com,"
  Tourism   ",2015
Kaser AlSultan Co,Kaser AlSultan Co,Alarasat,Baghdad,Iraq,7706243280,7901324308,, ali_aljboriy@yahoo.com,"
  Tourism   ",2015
Kaser Khawarnak Co,Kaser Khawarnak Co,Hay Al Ashtraky,Najaf,Iraq,7801184540,,, kh_hotel@yahoo.com,"
  Tourism   ",2015
Kat TravelTourism CoLtd,Kat TravelTourism CoLtd,Sharawani St,Erbil,Iraq,7503303939,66-2226249,, kattour@yahoo.com,"
  Tourism   ",2015
KhalijTravel Tourism,KhalijTravel Tourism,WaziriyaMaghreb St,Baghdad,Iraq,7901328378,1-4256245,, khalitours@yahoo.com,"
  Tourism   ",2015
Kiaparvaz travel Tourism Company,Kiaparvaz travel Tourism Company,Samlim St,Sulaymaniyah,Iraq,7707793010,7712288375,www.kiaparvaz.com,info@kiaparvaz.com,"
  Tourism   ",2015
Kurdistan Travel Tourism Company,Kurdistan Travel Tourism Company,salim St,Sulaymaniyah,Iraq,00964 7701914794,,,,"
  Tourism   ",2015
Kaser AlSendbad Co,Kaser AlSendbad Co,Bab AlMuadham Int,Baghdad,Iraq,7711661102,7711661103,,kaseralsendbad@yahoo.com,"
  Tourism   ",2015
Karnas Tourism Co,Karnas Tourism Co,60m StNear Kabab Faroq Restaurant,Erbil,Iraq,7507775400,7504453100,www.karnasgroup.com,info@karnasgroup.com,"
  Tourism   ",2015
Larsa Co,Larsa Co,Sadoon St,Baghdad,Iraq,7817361064,7902815128,www.larsatravel.com,,"
  Tourism   ",2015
